scene,video,frame_idx,soft_label
scene_A,v00,138,0.0000
scene_A,v00,139,0.0000
scene_A,v00,140,0.0000
scene_A,v00,141,0.0000
scene_A,v00,142,0.0000
scene_A,v00,143,0.0000
scene_A,v00,144,0.0000
scene_A,v00,145,0.0000
scene_A,v00,146,0.0000
scene_A,v00,147,0.0000
scene_A,v00,148,0.0000
scene_A,v00,149,0.0000
scene_A,v00,150,0.0000
scene_A,v00,151,0.0625
scene_A,v00,152,0.0625
scene_A,v00,153,0.0625
scene_A,v00,154,0.0625
scene_A,v00,155,0.0625
scene_A,v00,156,0.0625
scene_A,v00,157,0.0625
scene_A,v00,158,0.0625
scene_A,v00,159,0.0625
scene_A,v00,160,0.0625
scene_A,v00,161,0.0625
scene_A,v00,162,0.0625
scene_A,v00,163,0.0625
scene_A,v00,164,0.0625
scene_A,v00,165,0.0625
scene_A,v00,166,0.0625
scene_A,v00,167,0.0625
scene_A,v00,168,0.0625
scene_A,v00,169,0.0625
scene_A,v00,170,0.0625
scene_A,v00,171,0.0625
scene_A,v00,172,0.0625
scene_A,v00,173,0.0625
scene_A,v00,174,0.0625
scene_A,v00,175,0.0625
scene_A,v00,176,0.0625
scene_A,v00,177,0.0625
scene_A,v00,178,0.0625
scene_A,v00,179,0.0625
scene_A,v00,180,0.1250
scene_A,v00,181,0.1250
scene_A,v00,182,0.1250
scene_A,v00,183,0.1250
scene_A,v00,184,0.1250
scene_A,v00,185,0.1250
scene_A,v00,186,0.1250
scene_A,v00,187,0.1250
scene_A,v00,188,0.1250
scene_A,v00,189,0.1250
scene_A,v00,190,0.1250
scene_A,v00,191,0.1250
scene_A,v00,192,0.1250
scene_A,v00,193,0.1250
scene_A,v00,194,0.1250
scene_A,v00,195,0.1250
scene_A,v00,196,0.1250
scene_A,v00,197,0.1250
scene_A,v00,198,0.1250
scene_A,v00,199,0.1250
scene_A,v00,200,0.1250
scene_A,v00,201,0.1250
scene_A,v00,202,0.1250
scene_A,v00,203,0.1875
scene_A,v00,204,0.3125
scene_A,v00,205,0.3125
scene_A,v00,206,0.3125
scene_A,v00,207,0.3750
scene_A,v00,208,0.3750
scene_A,v00,209,0.3750
scene_A,v00,210,0.4375
scene_A,v00,211,0.4375
scene_A,v00,212,0.4375
scene_A,v00,213,0.4375
scene_A,v00,214,0.4375
scene_A,v00,215,0.4375
scene_A,v00,216,0.4375
scene_A,v00,217,0.4375
scene_A,v00,218,0.4375
scene_A,v00,219,0.4375
scene_A,v00,220,0.4375
scene_A,v00,221,0.5000
scene_A,v00,222,0.5000
scene_A,v00,223,0.5625
scene_A,v00,224,0.5625
scene_A,v00,225,0.5625
scene_A,v00,226,0.5625
scene_A,v00,227,0.5625
scene_A,v00,228,0.6250
scene_A,v00,229,0.6250
scene_A,v00,230,0.6875
scene_A,v00,231,0.6875
scene_A,v00,232,0.6875
scene_A,v00,233,0.6875
scene_A,v00,234,0.6875
scene_A,v00,235,0.7500
scene_A,v00,236,0.7500
scene_A,v00,237,0.7500
scene_A,v00,238,0.7500
scene_A,v00,239,0.7500
scene_A,v00,240,0.7500
scene_A,v00,241,0.7500
scene_A,v00,242,0.7500
scene_A,v00,243,0.7500
scene_A,v00,244,0.7500
scene_A,v00,245,0.7500
scene_A,v00,246,0.7500
scene_A,v00,247,0.7500
scene_A,v00,248,0.7500
scene_A,v00,249,0.7500
scene_A,v00,250,0.7500
scene_A,v00,251,0.7500
scene_A,v00,252,0.7500
scene_A,v00,253,0.7500
scene_A,v00,254,0.7500
scene_A,v00,255,0.7500
scene_A,v00,256,0.7500
scene_A,v00,257,0.7500
scene_A,v00,258,0.7500
scene_A,v00,259,0.7500
scene_A,v00,260,0.7500
scene_A,v00,261,0.7500
scene_A,v00,262,0.7500
scene_A,v00,263,0.7500
scene_A,v00,264,0.7500
scene_A,v00,265,0.7500
scene_A,v00,266,0.7500
scene_A,v00,267,0.7500
scene_A,v00,268,0.7500
scene_A,v00,269,0.7500
scene_A,v00,270,0.7500
scene_A,v00,271,0.7500
scene_A,v00,272,0.8125
scene_A,v00,273,0.8125
scene_A,v00,274,0.8125
scene_A,v00,275,0.8125
scene_A,v00,276,0.8125
scene_A,v00,277,0.8750
scene_A,v00,278,0.8750
scene_A,v00,279,0.9375
scene_A,v00,280,0.9375
scene_A,v00,281,0.9375
scene_A,v00,282,0.9375
scene_A,v00,283,1.0000
scene_A,v00,284,1.0000
scene_A,v00,285,1.0000
scene_A,v00,286,1.0000
scene_A,v00,287,1.0000
scene_A,v00,288,1.0000
scene_A,v00,289,1.0000
scene_A,v00,290,1.0000
scene_A,v00,291,1.0000
scene_A,v00,292,1.0000
scene_A,v00,293,1.0000
scene_A,v00,294,1.0000
scene_A,v00,295,1.0000
scene_A,v00,296,1.0000
scene_A,v00,297,1.0000
scene_A,v00,298,1.0000
scene_A,v00,299,1.0000
scene_A,v00,300,1.0000
scene_A,v00,301,1.0000
scene_A,v00,302,1.0000
scene_A,v00,303,1.0000
scene_A,v00,304,1.0000
scene_A,v00,305,1.0000
scene_A,v00,306,1.0000
scene_A,v00,307,1.0000
scene_A,v00,308,1.0000
scene_A,v00,309,1.0000
scene_A,v00,310,1.0000
scene_A,v00,311,1.0000
scene_A,v00,312,1.0000
scene_A,v00,313,1.0000
scene_A,v00,314,1.0000
scene_A,v00,315,1.0000
scene_A,v00,316,1.0000
scene_A,v00,317,1.0000
scene_A,v00,318,1.0000
scene_A,v00,319,1.0000
scene_A,v00,320,1.0000
scene_A,v00,321,1.0000
scene_A,v00,322,1.0000
scene_A,v00,323,1.0000
scene_A,v00,324,1.0000
scene_A,v00,325,1.0000
scene_A,v00,326,1.0000
scene_A,v00,327,1.0000
scene_A,v00,328,1.0000
scene_A,v00,329,1.0000
scene_A,v00,330,1.0000
scene_A,v00,331,1.0000
scene_A,v00,332,1.0000
scene_A,v00,333,1.0000
scene_A,v00,334,1.0000
scene_A,v00,335,1.0000
scene_A,v00,336,1.0000
scene_A,v00,337,1.0000
scene_A,v00,338,1.0000
scene_A,v00,339,1.0000
scene_A,v00,340,1.0000
scene_A,v00,341,1.0000
scene_A,v00,342,1.0000
scene_A,v00,343,1.0000
scene_A,v00,344,1.0000
scene_A,v00,345,1.0000
scene_A,v00,346,1.0000
scene_A,v00,347,1.0000
scene_A,v00,348,1.0000
scene_A,v00,349,1.0000
scene_A,v00,350,1.0000
scene_A,v00,351,1.0000
scene_A,v00,352,1.0000
scene_A,v00,353,1.0000
scene_A,v00,354,1.0000
scene_A,v00,355,1.0000
scene_A,v00,356,1.0000
scene_A,v00,357,1.0000
scene_A,v00,358,1.0000
scene_A,v00,359,1.0000
scene_A,v00,360,1.0000
scene_A,v00,361,1.0000
scene_A,v00,362,1.0000
scene_A,v00,363,1.0000
scene_A,v00,364,1.0000
scene_A,v00,365,1.0000
scene_A,v00,366,1.0000
scene_A,v00,367,0.9375
scene_A,v00,368,0.9375
scene_A,v00,369,0.9375
scene_A,v00,370,0.9375
scene_A,v00,371,0.9375
scene_A,v00,372,0.9375
scene_A,v00,373,0.9375
scene_A,v00,374,0.9375
scene_A,v00,375,0.9375
scene_A,v00,376,0.9375
scene_A,v00,377,0.9375
scene_A,v00,378,0.9375
scene_A,v00,379,0.9375
scene_A,v00,380,0.9375
scene_A,v00,381,0.9375
scene_A,v00,382,0.9375
scene_A,v00,383,0.9375
scene_A,v00,384,0.9375
scene_A,v00,385,0.9375
scene_A,v00,386,0.9375
scene_A,v00,387,0.9375
scene_A,v00,388,0.9375
scene_A,v00,389,0.9375
scene_A,v00,390,0.9375
scene_A,v00,391,0.9375
scene_A,v00,392,0.9375
scene_A,v00,393,0.9375
scene_A,v00,394,0.9375
scene_A,v00,395,0.9375
scene_A,v00,396,0.9375
scene_A,v00,397,0.9375
scene_A,v00,398,0.9375
scene_A,v00,399,0.9375
scene_A,v00,400,0.9375
scene_A,v00,401,0.9375
scene_A,v00,402,0.9375
scene_A,v00,403,0.9375
scene_A,v00,404,0.9375
scene_A,v00,405,0.9375
scene_A,v00,406,0.9375
scene_A,v00,407,0.9375
scene_A,v00,408,0.8750
scene_A,v00,409,0.8750
scene_A,v00,410,0.8125
scene_A,v00,411,0.8125
scene_A,v00,412,0.8125
scene_A,v00,413,0.8125
scene_A,v00,414,0.8125
scene_A,v00,415,0.8125
scene_A,v00,416,0.8125
scene_A,v00,417,0.8125
scene_A,v00,418,0.8125
scene_A,v00,419,0.8125
scene_A,v00,420,0.7500
scene_A,v00,421,0.6875
scene_A,v00,422,0.6875
scene_A,v00,423,0.4375
scene_A,v00,424,0.3125
scene_A,v00,425,0.2500
scene_A,v00,426,0.1875
scene_A,v00,427,0.1875
scene_A,v00,428,0.1875
scene_A,v00,429,0.1875
scene_A,v00,430,0.1875
scene_A,v00,431,0.1875
scene_A,v00,432,0.1875
scene_A,v00,433,0.1250
scene_A,v00,434,0.1250
scene_A,v00,435,0.1250
scene_A,v00,436,0.0625
scene_A,v00,437,0.0625
scene_A,v01,0,0.0000
scene_A,v01,1,0.0000
scene_A,v01,2,0.0000
scene_A,v01,3,0.0000
scene_A,v01,4,0.0000
scene_A,v01,5,0.0000
scene_A,v01,6,0.0000
scene_A,v01,7,0.0000
scene_A,v01,8,0.0000
scene_A,v01,9,0.0000
scene_A,v01,10,0.0000
scene_A,v01,11,0.0000
scene_A,v01,12,0.0000
scene_A,v01,13,0.0000
scene_A,v01,14,0.0000
scene_A,v01,15,0.0000
scene_A,v01,16,0.0000
scene_A,v01,17,0.0000
scene_A,v01,18,0.0000
scene_A,v01,19,0.0000
scene_A,v01,20,0.0000
scene_A,v01,21,0.0000
scene_A,v01,22,0.0000
scene_A,v01,23,0.0000
scene_A,v01,24,0.0000
scene_A,v01,25,0.0000
scene_A,v01,26,0.0000
scene_A,v01,27,0.0000
scene_A,v01,28,0.0000
scene_A,v01,29,0.0000
scene_A,v01,30,0.0000
scene_A,v01,31,0.0000
scene_A,v01,32,0.0000
scene_A,v01,33,0.0000
scene_A,v01,34,0.0000
scene_A,v01,35,0.0000
scene_A,v01,36,0.0000
scene_A,v01,37,0.0625
scene_A,v01,38,0.0625
scene_A,v01,39,0.0625
scene_A,v01,40,0.0625
scene_A,v01,41,0.0625
scene_A,v01,42,0.0625
scene_A,v01,43,0.0625
scene_A,v01,44,0.0625
scene_A,v01,45,0.0625
scene_A,v01,46,0.0625
scene_A,v01,47,0.0625
scene_A,v01,48,0.0625
scene_A,v01,49,0.0625
scene_A,v01,50,0.0625
scene_A,v01,51,0.0625
scene_A,v01,52,0.0625
scene_A,v01,53,0.0625
scene_A,v01,54,0.0625
scene_A,v01,55,0.0625
scene_A,v01,56,0.0625
scene_A,v01,57,0.0625
scene_A,v01,58,0.0625
scene_A,v01,59,0.0625
scene_A,v01,60,0.0625
scene_A,v01,61,0.0625
scene_A,v01,62,0.1250
scene_A,v01,63,0.1250
scene_A,v01,64,0.1250
scene_A,v01,65,0.1250
scene_A,v01,66,0.1875
scene_A,v01,67,0.1875
scene_A,v01,68,0.1875
scene_A,v01,69,0.1875
scene_A,v01,70,0.1875
scene_A,v01,71,0.1875
scene_A,v01,72,0.1875
scene_A,v01,73,0.1875
scene_A,v01,74,0.1875
scene_A,v01,75,0.1875
scene_A,v01,76,0.1875
scene_A,v01,77,0.1875
scene_A,v01,78,0.1875
scene_A,v01,79,0.1875
scene_A,v01,80,0.1875
scene_A,v01,81,0.1875
scene_A,v01,82,0.1875
scene_A,v01,83,0.1875
scene_A,v01,84,0.1875
scene_A,v01,85,0.1875
scene_A,v01,86,0.1875
scene_A,v01,87,0.1875
scene_A,v01,88,0.1875
scene_A,v01,89,0.1875
scene_A,v01,90,0.1875
scene_A,v01,91,0.1875
scene_A,v01,92,0.1875
scene_A,v01,93,0.1875
scene_A,v01,94,0.1875
scene_A,v01,95,0.1875
scene_A,v01,96,0.1875
scene_A,v01,97,0.1875
scene_A,v01,98,0.1875
scene_A,v01,99,0.1875
scene_A,v01,100,0.1875
scene_A,v01,101,0.1875
scene_A,v01,102,0.1875
scene_A,v01,103,0.1875
scene_A,v01,104,0.1875
scene_A,v01,105,0.1875
scene_A,v01,106,0.1875
scene_A,v01,107,0.1875
scene_A,v01,108,0.1875
scene_A,v01,109,0.1875
scene_A,v01,110,0.1875
scene_A,v01,111,0.1875
scene_A,v01,112,0.1875
scene_A,v01,113,0.1875
scene_A,v01,114,0.1875
scene_A,v01,115,0.1875
scene_A,v01,116,0.1875
scene_A,v01,117,0.1875
scene_A,v01,118,0.1875
scene_A,v01,119,0.1875
scene_A,v01,120,0.1875
scene_A,v01,121,0.1875
scene_A,v01,122,0.1875
scene_A,v01,123,0.1875
scene_A,v01,124,0.1875
scene_A,v01,125,0.1875
scene_A,v01,126,0.1875
scene_A,v01,127,0.1875
scene_A,v01,128,0.1875
scene_A,v01,129,0.1875
scene_A,v01,130,0.1875
scene_A,v01,131,0.1875
scene_A,v01,132,0.1875
scene_A,v01,133,0.1875
scene_A,v01,134,0.1875
scene_A,v01,135,0.1875
scene_A,v01,136,0.1875
scene_A,v01,137,0.1875
scene_A,v01,138,0.1875
scene_A,v01,139,0.1875
scene_A,v01,140,0.1875
scene_A,v01,141,0.1875
scene_A,v01,142,0.2500
scene_A,v01,143,0.2500
scene_A,v01,144,0.2500
scene_A,v01,145,0.2500
scene_A,v01,146,0.2500
scene_A,v01,147,0.2500
scene_A,v01,148,0.2500
scene_A,v01,149,0.2500
scene_A,v01,150,0.2500
scene_A,v01,151,0.2500
scene_A,v01,152,0.2500
scene_A,v01,153,0.3125
scene_A,v01,154,0.3125
scene_A,v01,155,0.3125
scene_A,v01,156,0.3125
scene_A,v01,157,0.3125
scene_A,v01,158,0.3125
scene_A,v01,159,0.3125
scene_A,v01,160,0.3125
scene_A,v01,161,0.3125
scene_A,v01,162,0.3125
scene_A,v01,163,0.3125
scene_A,v01,164,0.3125
scene_A,v01,165,0.3125
scene_A,v01,166,0.3125
scene_A,v01,167,0.3125
scene_A,v01,168,0.3125
scene_A,v01,169,0.3125
scene_A,v01,170,0.3125
scene_A,v01,171,0.3125
scene_A,v01,172,0.3125
scene_A,v01,173,0.3125
scene_A,v01,174,0.3125
scene_A,v01,175,0.3125
scene_A,v01,176,0.3125
scene_A,v01,177,0.3125
scene_A,v01,178,0.3125
scene_A,v01,179,0.3125
scene_A,v01,180,0.3125
scene_A,v01,181,0.3125
scene_A,v01,182,0.3125
scene_A,v01,183,0.3125
scene_A,v01,184,0.3125
scene_A,v01,185,0.3125
scene_A,v01,186,0.3125
scene_A,v01,187,0.3125
scene_A,v01,188,0.3125
scene_A,v01,189,0.3125
scene_A,v01,190,0.3125
scene_A,v01,191,0.3125
scene_A,v01,192,0.3125
scene_A,v01,193,0.3125
scene_A,v01,194,0.3125
scene_A,v01,195,0.3750
scene_A,v01,196,0.3750
scene_A,v01,197,0.3750
scene_A,v01,198,0.3750
scene_A,v01,199,0.3750
scene_A,v01,200,0.3750
scene_A,v01,201,0.3750
scene_A,v01,202,0.3750
scene_A,v01,203,0.3750
scene_A,v01,204,0.3750
scene_A,v01,205,0.3750
scene_A,v01,206,0.3750
scene_A,v01,207,0.3750
scene_A,v01,208,0.3750
scene_A,v01,209,0.3750
scene_A,v01,210,0.3750
scene_A,v01,211,0.3750
scene_A,v01,212,0.3750
scene_A,v01,213,0.3750
scene_A,v01,214,0.3750
scene_A,v01,215,0.3750
scene_A,v01,216,0.3750
scene_A,v01,217,0.3750
scene_A,v01,218,0.3750
scene_A,v01,219,0.3750
scene_A,v01,220,0.3750
scene_A,v01,221,0.3750
scene_A,v01,222,0.3750
scene_A,v01,223,0.3750
scene_A,v01,224,0.3750
scene_A,v01,225,0.3750
scene_A,v01,226,0.3750
scene_A,v01,227,0.3750
scene_A,v01,228,0.3750
scene_A,v01,229,0.3750
scene_A,v01,230,0.3750
scene_A,v01,231,0.3750
scene_A,v01,232,0.3750
scene_A,v01,233,0.3750
scene_A,v01,234,0.3750
scene_A,v01,235,0.3750
scene_A,v01,236,0.3750
scene_A,v01,237,0.3750
scene_A,v01,238,0.3750
scene_A,v01,239,0.3750
scene_A,v01,240,0.3750
scene_A,v01,241,0.3750
scene_A,v01,242,0.3750
scene_A,v01,243,0.3750
scene_A,v01,244,0.3750
scene_A,v01,245,0.3750
scene_A,v01,246,0.3750
scene_A,v01,247,0.3750
scene_A,v01,248,0.3750
scene_A,v01,249,0.3750
scene_A,v01,250,0.3750
scene_A,v01,251,0.3750
scene_A,v01,252,0.3750
scene_A,v01,253,0.3750
scene_A,v01,254,0.3750
scene_A,v01,255,0.3750
scene_A,v01,256,0.3750
scene_A,v01,257,0.3750
scene_A,v01,258,0.3750
scene_A,v01,259,0.3750
scene_A,v01,260,0.3750
scene_A,v01,261,0.3750
scene_A,v01,262,0.3750
scene_A,v01,263,0.3750
scene_A,v01,264,0.3750
scene_A,v01,265,0.3750
scene_A,v01,266,0.3750
scene_A,v01,267,0.3750
scene_A,v01,268,0.3750
scene_A,v01,269,0.3750
scene_A,v01,270,0.3750
scene_A,v01,271,0.3750
scene_A,v01,272,0.3750
scene_A,v01,273,0.3750
scene_A,v01,274,0.3750
scene_A,v01,275,0.3750
scene_A,v01,276,0.3750
scene_A,v01,277,0.3750
scene_A,v01,278,0.3750
scene_A,v01,279,0.3750
scene_A,v01,280,0.3750
scene_A,v01,281,0.3750
scene_A,v01,282,0.3750
scene_A,v01,283,0.3750
scene_A,v01,284,0.3750
scene_A,v01,285,0.3750
scene_A,v01,286,0.3750
scene_A,v01,287,0.3750
scene_A,v01,288,0.3750
scene_A,v01,289,0.3750
scene_A,v01,290,0.3750
scene_A,v01,291,0.3750
scene_A,v01,292,0.3750
scene_A,v01,293,0.3750
scene_A,v01,294,0.3750
scene_A,v01,295,0.3750
scene_A,v01,296,0.3750
scene_A,v01,297,0.3750
scene_A,v01,298,0.3750
scene_A,v01,299,0.3750
scene_A,v01,300,0.3750
scene_A,v01,301,0.4375
scene_A,v01,302,0.4375
scene_A,v01,303,0.4375
scene_A,v01,304,0.4375
scene_A,v01,305,0.4375
scene_A,v01,306,0.4375
scene_A,v01,307,0.4375
scene_A,v01,308,0.4375
scene_A,v01,309,0.4375
scene_A,v01,310,0.4375
scene_A,v01,311,0.4375
scene_A,v01,312,0.4375
scene_A,v01,313,0.4375
scene_A,v01,314,0.4375
scene_A,v01,315,0.4375
scene_A,v01,316,0.4375
scene_A,v01,317,0.4375
scene_A,v01,318,0.4375
scene_A,v01,319,0.4375
scene_A,v01,320,0.4375
scene_A,v01,321,0.4375
scene_A,v01,322,0.4375
scene_A,v01,323,0.4375
scene_A,v01,324,0.4375
scene_A,v01,325,0.4375
scene_A,v01,326,0.4375
scene_A,v01,327,0.4375
scene_A,v01,328,0.4375
scene_A,v01,329,0.4375
scene_A,v01,330,0.4375
scene_A,v01,331,0.4375
scene_A,v01,332,0.4375
scene_A,v01,333,0.4375
scene_A,v01,334,0.4375
scene_A,v01,335,0.4375
scene_A,v01,336,0.4375
scene_A,v01,337,0.4375
scene_A,v01,338,0.4375
scene_A,v01,339,0.4375
scene_A,v01,340,0.4375
scene_A,v01,341,0.4375
scene_A,v01,342,0.4375
scene_A,v01,343,0.4375
scene_A,v01,344,0.5000
scene_A,v01,345,0.5000
scene_A,v01,346,0.5000
scene_A,v01,347,0.5000
scene_A,v01,348,0.5000
scene_A,v01,349,0.5000
scene_A,v01,350,0.5000
scene_A,v01,351,0.5000
scene_A,v01,352,0.5000
scene_A,v01,353,0.5000
scene_A,v01,354,0.5000
scene_A,v01,355,0.5000
scene_A,v01,356,0.5000
scene_A,v01,357,0.5000
scene_A,v01,358,0.5000
scene_A,v01,359,0.5000
scene_A,v01,360,0.5000
scene_A,v01,361,0.5000
scene_A,v01,362,0.5000
scene_A,v01,363,0.5000
scene_A,v01,364,0.5000
scene_A,v01,365,0.5000
scene_A,v01,366,0.5000
scene_A,v01,367,0.5000
scene_A,v01,368,0.5000
scene_A,v01,369,0.5000
scene_A,v01,370,0.5000
scene_A,v01,371,0.5000
scene_A,v01,372,0.5000
scene_A,v01,373,0.5000
scene_A,v01,374,0.5000
scene_A,v01,375,0.5000
scene_A,v01,376,0.5000
scene_A,v01,377,0.5000
scene_A,v01,378,0.5000
scene_A,v01,379,0.5000
scene_A,v01,380,0.5000
scene_A,v01,381,0.5000
scene_A,v01,382,0.5000
scene_A,v01,383,0.5000
scene_A,v01,384,0.5000
scene_A,v01,385,0.5000
scene_A,v01,386,0.5000
scene_A,v01,387,0.5000
scene_A,v01,388,0.5000
scene_A,v01,389,0.5000
scene_A,v01,390,0.5000
scene_A,v01,391,0.5000
scene_A,v01,392,0.5000
scene_A,v01,393,0.5000
scene_A,v01,394,0.5000
scene_A,v01,395,0.5000
scene_A,v01,396,0.5000
scene_A,v01,397,0.5000
scene_A,v01,398,0.5000
scene_A,v01,399,0.5000
scene_A,v01,400,0.5000
scene_A,v01,401,0.5000
scene_A,v01,402,0.5000
scene_A,v01,403,0.5000
scene_A,v01,404,0.5000
scene_A,v01,405,0.5000
scene_A,v01,406,0.5000
scene_A,v01,407,0.5000
scene_A,v01,408,0.5625
scene_A,v01,409,0.5625
scene_A,v01,410,0.5625
scene_A,v01,411,0.5625
scene_A,v01,412,0.5625
scene_A,v01,413,0.5625
scene_A,v01,414,0.5625
scene_A,v01,415,0.5625
scene_A,v01,416,0.5625
scene_A,v01,417,0.5625
scene_A,v01,418,0.5625
scene_A,v01,419,0.5625
scene_A,v01,420,0.5625
scene_A,v01,421,0.5625
scene_A,v01,422,0.5625
scene_A,v01,423,0.5625
scene_A,v01,424,0.5625
scene_A,v01,425,0.5625
scene_A,v01,426,0.5625
scene_A,v01,427,0.5625
scene_A,v01,428,0.5625
scene_A,v01,429,0.5625
scene_A,v01,430,0.5625
scene_A,v01,431,0.5625
scene_A,v01,432,0.5625
scene_A,v01,433,0.5625
scene_A,v01,434,0.5625
scene_A,v01,435,0.5625
scene_A,v01,436,0.5625
scene_A,v01,437,0.5625
scene_A,v01,438,0.5625
scene_A,v01,439,0.5625
scene_A,v01,440,0.6250
scene_A,v01,441,0.6250
scene_A,v01,442,0.6250
scene_A,v01,443,0.6250
scene_A,v01,444,0.6875
scene_A,v01,445,0.6875
scene_A,v01,446,0.6875
scene_A,v01,447,0.6875
scene_A,v01,448,0.6875
scene_A,v01,449,0.6875
scene_A,v01,450,0.6875
scene_A,v01,451,0.6875
scene_A,v01,452,0.6875
scene_A,v01,453,0.6875
scene_A,v01,454,0.6875
scene_A,v01,455,0.7500
scene_A,v01,456,0.7500
scene_A,v01,457,0.8125
scene_A,v01,458,0.8750
scene_A,v01,459,0.8750
scene_A,v01,460,0.8750
scene_A,v01,461,0.8750
scene_A,v01,462,0.8750
scene_A,v01,463,0.8750
scene_A,v01,464,0.8750
scene_A,v01,465,0.8750
scene_A,v01,466,0.8750
scene_A,v01,467,0.8750
scene_A,v01,468,0.8750
scene_A,v01,469,0.8750
scene_A,v01,470,0.8750
scene_A,v01,471,0.8750
scene_A,v01,472,0.8750
scene_A,v01,473,0.9375
scene_A,v01,474,0.9375
scene_A,v01,475,0.9375
scene_A,v01,476,0.9375
scene_A,v01,477,0.9375
scene_A,v01,478,0.9375
scene_A,v01,479,0.9375
scene_A,v01,480,0.9375
scene_A,v01,481,0.9375
scene_A,v01,482,0.9375
scene_A,v01,483,0.9375
scene_A,v01,484,0.9375
scene_A,v01,485,0.9375
scene_A,v01,486,0.9375
scene_A,v01,487,0.9375
scene_A,v01,488,1.0000
scene_A,v01,489,1.0000
scene_A,v01,490,1.0000
scene_A,v01,491,1.0000
scene_A,v01,492,1.0000
